BIO	TOPO	TYPE
TI000248	سارية	TOPO_SE
TI000248	36.56332@53.06009	TOID_SE
TI000248	المدينة	TOPO_PR
TI000248	24.46861@39.61417	TOID_PR
TI000248	الاسكندرية	TOPO_SE
TI000248	31.21564@29.95527	TOID_SE
TI000249	60	DEATH_AH
TI000249	مكة	TOPO_PR
TI000249	21.416667@39.816667	TOID_PR
TI000250	60	DEATH_AH
TI000250	NoToponym	TOPO_NO
TI000251	60	DEATH_AH
TI000251	البصرة	TOPO_PR
TI000251	30.53302@47.79747	TOID_PR
TI000252	60	DEATH_AH
TI000252	NoToponym	TOPO_NO
TI000253	60	DEATH_AH
TI000253	الجزيرة	TOPO_PR
TI000253	36.582011@42.484131	TOID_PR
TI000253	الرقة	TOPO_SE
TI000253	35.95283@39.00788	TOID_SE
TI000253	دمشق	TOPO_SE
TI000253	33.511603@36.306633	TOID_SE
TI000254	60	DEATH_AH
TI000254	الشام	TOPO_PR
TI000254	34.672973@37.155762	TOID_PR
TI000254	الروم	TOPO_SE
TI000254	39.201611@33.991699	TOID_SE
TI000255	60	DEATH_AH
TI000255	صنعاء	TOPO_SE
TI000255	15.35472@44.20667	TOID_SE
TI000255	الطائف	TOPO_PR
TI000255	21.27028@40.41583	TOID_PR
TI000255	اليمن	TOPO_SE
TI000255	14.953277@44.868164	TOID_SE
TI000255	مكة	TOPO_SE
TI000255	21.416667@39.816667	TOID_SE
TI000256	60	DEATH_AH
TI000256	العراق	TOPO_PR
TI000256	32.270413@45.032959	TOID_PR
TI000257	60	DEATH_AH
TI000257	NoToponym	TOPO_NO
TI000258	60	DEATH_AH
TI000258	المدينة	TOPO_PR
TI000258	24.46861@39.61417	TOID_PR
TI000258	القسطنطينية	TOPO_SE
TI000258	41.014206@29.029312	TOID_SE
TI000258	البصرة	TOPO_SE
TI000258	30.53302@47.79747	TOID_SE
TI000258	الروم	TOPO_SE
TI000258	39.201611@33.991699	TOID_SE
TI000259	60	DEATH_AH
TI000259	الشام	TOPO_SE
TI000259	34.672973@37.155762	TOID_SE
TI000259	مكة	TOPO_PR
TI000259	21.416667@39.816667	TOID_PR
TI000259	خراسان	TOPO_SE
TI000259	36.564365@58.831787	TOID_SE
TI000259	البصرة	TOPO_SE
TI000259	30.53302@47.79747	TOID_SE
TI000259	مرو	TOPO_SE
TI000259	37.662631@62.191501	TOID_SE
TI000260	60	DEATH_AH
TI000260	البصرة	TOPO_SE
TI000260	30.53302@47.79747	TOID_SE
TI000260	الطائف	TOPO_PR
TI000260	21.27028@40.41583	TOID_PR
TI000261	60	DEATH_AH
TI000261	مصر	TOPO_PR
TI000261	30.08383@31.231384	TOID_PR
TI000262	60	DEATH_AH
TI000262	دارا	TOPO_PR
TI000262	37.177702@40.952826	TOID_PR
TI000262	دومة	TOPO_SE
TI000262	33.57175@36.4027	TOID_SE
TI000262	المدينة	TOPO_SE
TI000262	24.46861@39.61417	TOID_SE
TI000263	60	DEATH_AH
TI000263	NoToponym	TOPO_NO
TI000264	60	DEATH_AH
TI000264	NoToponym	TOPO_NO
TI000265	60	DEATH_AH
TI000265	NoToponym	TOPO_NO
TI000266	60	DEATH_AH
TI000266	NoToponym	TOPO_NO
TI000267	60	DEATH_AH
TI000267	NoToponym	TOPO_NO
TI000268	60	DEATH_AH
TI000268	NoToponym	TOPO_NO
TI000269	60	DEATH_AH
TI000269	فارس	TOPO_PR
TI000269	29.079216@52.756348	TOID_PR
TI000270	60	DEATH_AH
TI000270	فارس	TOPO_PR
TI000270	29.079216@52.756348	TOID_PR
TI000271	60	DEATH_AH
TI000271	NoToponym	TOPO_NO
TI000272	60	DEATH_AH
TI000272	NoToponym	TOPO_NO
TI000273	60	DEATH_AH
TI000273	NoToponym	TOPO_NO
TI000274	60	DEATH_AH
TI000274	مكة	TOPO_PR
TI000274	21.416667@39.816667	TOID_PR
TI000276	60	DEATH_AH
TI000276	الهاشمية	TOPO_PR
TI000276	32.37447@44.65709	TOID_PR
TI000277	60	DEATH_AH
TI000277	المدينة	TOPO_PR
TI000277	24.46861@39.61417	TOID_PR
TI000277	بست	TOPO_SE
TI000277	31.5832@64.360291	TOID_SE
TI000277	البحرين	TOPO_SE
TI000277	26.159383@49.592285	TOID_SE
TI000278	60	DEATH_AH
TI000278	المدينة	TOPO_PR
TI000278	24.46861@39.61417	TOID_PR
TI000325	70	DEATH_AH
TI000325	NoToponym	TOPO_NO
TI000326	70	DEATH_AH
TI000326	الكوفة	TOPO_PR
TI000326	32.03472@44.40333	TOID_PR
TI000327	70	DEATH_AH
TI000327	دمشق	TOPO_SE
TI000327	33.511603@36.306633	TOID_SE
TI000327	الروم	TOPO_PR
TI000327	39.201611@33.991699	TOID_PR
TI000328	70	DEATH_AH
TI000328	المدينة	TOPO_PR
TI000328	24.46861@39.61417	TOID_PR
TI000329	70	DEATH_AH
TI000329	NoToponym	TOPO_NO
TI000330	70	DEATH_AH
TI000330	الري	TOPO_PR
TI000330	35.69439@51.42151	TOID_PR
TI000331	70	DEATH_AH
TI000331	البصرة	TOPO_SE
TI000331	30.53302@47.79747	TOID_SE
TI000331	خراسان	TOPO_SE
TI000331	36.564365@58.831787	TOID_SE
TI000331	بلخ	TOPO_SE
TI000331	36.75635@66.8972	TOID_SE
TI000331	مرو	TOPO_SE
TI000331	37.662631@62.191501	TOID_SE
TI000331	ريدة	TOPO_PR
TI000331	15.81421@44.04085	TOID_PR
TI000332	70	DEATH_AH
TI000332	الرملة	TOPO_PR
TI000332	31.931566@34.872938	TOID_PR
TI000333	70	DEATH_AH
TI000333	مصر	TOPO_PR
TI000333	30.08383@31.231384	TOID_PR
TI000334	70	DEATH_AH
TI000334	NoToponym	TOPO_NO
TI000335	70	DEATH_AH
TI000335	NoToponym	TOPO_NO
TI000336	70	DEATH_AH
TI000336	الكوفة	TOPO_PR
TI000336	32.03472@44.40333	TOID_PR
TI000337	70	DEATH_AH
TI000337	NoToponym	TOPO_NO
TI000338	70	DEATH_AH
TI000338	المدينة	TOPO_PR
TI000338	24.46861@39.61417	TOID_PR
TI000339	70	DEATH_AH
TI000339	NoToponym	TOPO_NO
TI000340	70	DEATH_AH
TI000340	البصرة	TOPO_PR
TI000340	30.53302@47.79747	TOID_PR
TI000340	الكوفة	TOPO_SE
TI000340	32.03472@44.40333	TOID_SE
TI000341	70	DEATH_AH
TI000341	العراق	TOPO_PR
TI000341	32.270413@45.032959	TOID_PR
TI000342	70	DEATH_AH
TI000342	عسقلان	TOPO_SE
TI000342	31.66926@34.57149	TOID_SE
TI000342	الشام	TOPO_PR
TI000342	34.672973@37.155762	TOID_PR
TI000343	70	DEATH_AH
TI000343	الكوفة	TOPO_PR
TI000343	32.03472@44.40333	TOID_PR
TI000344	70	DEATH_AH
TI000344	NoToponym	TOPO_NO
TI000345	70	DEATH_AH
TI000345	الكوفة	TOPO_PR
TI000345	32.03472@44.40333	TOID_PR
TI000346	70	DEATH_AH
TI000346	الشام	TOPO_PR
TI000346	34.672973@37.155762	TOID_PR
TI000346	دمشق	TOPO_SE
TI000346	33.511603@36.306633	TOID_SE
TI000347	70	DEATH_AH
TI000347	ريدة	TOPO_SE
TI000347	15.81421@44.04085	TOID_SE
TI000347	القسطنطينية	TOPO_SE
TI000347	41.014206@29.029312	TOID_SE
TI000347	اليمن	TOPO_SE
TI000347	14.953277@44.868164	TOID_SE
TI000347	كربلاء	TOPO_PR
TI000347	32.61603@44.02488	TOID_PR
TI000347	برقة	TOPO_SE
TI000347	31.990374@20.264282	TOID_SE
TI000347	العراق	TOPO_SE
TI000347	32.270413@45.032959	TOID_SE
TI000347	دمشق	TOPO_SE
TI000347	33.511603@36.306633	TOID_SE
TI000348	70	DEATH_AH
TI000348	الجزيرة	TOPO_SE
TI000348	36.582011@42.484131	TOID_SE
TI000348	الشام	TOPO_PR
TI000348	34.672973@37.155762	TOID_PR
TI000349	70	DEATH_AH
TI000349	NoToponym	TOPO_NO
TI000350	70	DEATH_AH
TI000350	NoToponym	TOPO_NO
TI000351	70	DEATH_AH
TI000351	NoToponym	TOPO_NO
TI000352	70	DEATH_AH
TI000352	NoToponym	TOPO_NO
TI000353	70	DEATH_AH
TI000353	NoToponym	TOPO_NO
TI000354	70	DEATH_AH
TI000354	المدينة	TOPO_PR
TI000354	24.46861@39.61417	TOID_PR
TI000355	70	DEATH_AH
TI000355	NoToponym	TOPO_NO
TI000356	70	DEATH_AH
TI000356	الكوفة	TOPO_PR
TI000356	32.03472@44.40333	TOID_PR
TI000356	المدينة	TOPO_SE
TI000356	24.46861@39.61417	TOID_SE
TI000356	تبوك	TOPO_SE
TI000356	28.38333@36.58333	TOID_SE
TI000357	70	DEATH_AH
TI000357	NoToponym	TOPO_NO
TI000358	70	DEATH_AH
TI000358	نهاوند	TOPO_PR
TI000358	34.188611@48.376944	TOID_PR
TI000358	اصبهان	TOPO_SE
TI000358	32.65722@51.67761	TOID_SE
TI000359	70	DEATH_AH
TI000359	الجزيرة	TOPO_PR
TI000359	36.582011@42.484131	TOID_PR
TI000359	قنسرين	TOPO_SE
TI000359	36.477796@37.095539	TOID_SE
TI000360	70	DEATH_AH
TI000360	الكوفة	TOPO_PR
TI000360	32.03472@44.40333	TOID_PR
TI000361	70	DEATH_AH
TI000361	البلقاء	TOPO_PR
TI000361	32.057703@35.766038	TOID_PR
TI000362	70	DEATH_AH
TI000362	NoToponym	TOPO_NO
TI000363	70	DEATH_AH
TI000363	الشام	TOPO_PR
TI000363	34.672973@37.155762	TOID_PR
TI000364	70	DEATH_AH
TI000364	تستر	TOPO_PR
TI000364	32.045556@48.856667	TOID_PR
TI000365	70	DEATH_AH
TI000365	الكوفة	TOPO_PR
TI000365	32.03472@44.40333	TOID_PR
TI000366	70	DEATH_AH
TI000366	سجستان	TOPO_SE
TI000366	31.244743@63.303223	TOID_SE
TI000366	الجبال	TOPO_PR
TI000366	35.607292@48.449707	TOID_PR
TI000367	70	DEATH_AH
TI000367	قنسرين	TOPO_SE
TI000367	36.477796@37.095539	TOID_SE
TI000367	مكة	TOPO_SE
TI000367	21.416667@39.816667	TOID_SE
TI000367	المداءن	TOPO_SE
TI000367	33.097517@44.581361	TOID_SE
TI000367	حمص	TOPO_SE
TI000367	34.72682@36.72339	TOID_SE
TI000367	فلسطين	TOPO_SE
TI000367	31.756663@35.191956	TOID_SE
TI000367	العراق	TOPO_SE
TI000367	32.270413@45.032959	TOID_SE
TI000367	تدمر	TOPO_SE
TI000367	34.547951@38.278671	TOID_SE
TI000367	الاردن	TOPO_SE
TI000367	32.849827@35.338898	TOID_SE
TI000367	دمشق	TOPO_PR
TI000367	33.511603@36.306633	TOID_PR
TI000367	الشام	TOPO_SE
TI000367	34.672973@37.155762	TOID_SE
TI000367	المدينة	TOPO_SE
TI000367	24.46861@39.61417	TOID_SE
TI000367	الكوفة	TOPO_SE
TI000367	32.03472@44.40333	TOID_SE
TI000368	70	DEATH_AH
TI000368	NoToponym	TOPO_NO
TI000369	70	DEATH_AH
TI000369	الروم	TOPO_SE
TI000369	39.201611@33.991699	TOID_SE
TI000369	الشام	TOPO_SE
TI000369	34.672973@37.155762	TOID_SE
TI000369	القدس	TOPO_SE
TI000369	31.76904@35.21633	TOID_SE
TI000369	البصرة	TOPO_SE
TI000369	30.53302@47.79747	TOID_SE
TI000369	المغرب	TOPO_PR
TI000369	33.291967@-4.790039	TOID_PR
TI000370	70	DEATH_AH
TI000370	دمشق	TOPO_PR
TI000370	33.511603@36.306633	TOID_PR
TI000371	70	DEATH_AH
TI000371	البصرة	TOPO_PR
TI000371	30.53302@47.79747	TOID_PR
TI000372	70	DEATH_AH
TI000372	المدينة	TOPO_PR
TI000372	24.46861@39.61417	TOID_PR
TI000373	70	DEATH_AH
TI000373	NoToponym	TOPO_NO
TI000374	70	DEATH_AH
TI000374	NoToponym	TOPO_NO
TI000375	70	DEATH_AH
TI000375	مكة	TOPO_PR
TI000375	21.416667@39.816667	TOID_PR
TI000376	70	DEATH_AH
TI000376	NoToponym	TOPO_NO
TI000377	70	DEATH_AH
TI000377	مصر	TOPO_SE
TI000377	30.08383@31.231384	TOID_SE
TI000377	الطائف	TOPO_SE
TI000377	21.27028@40.41583	TOID_SE
TI000377	افريقية	TOPO_PR
TI000377	35.109125@9.624023	TOID_PR
TI000377	البصرة	TOPO_SE
TI000377	30.53302@47.79747	TOID_SE
TI000377	الحجاز	TOPO_SE
TI000377	23.285756@39.572754	TOID_SE
TI000377	مكة	TOPO_SE
TI000377	21.416667@39.816667	TOID_SE
TI000377	ريدة	TOPO_SE
TI000377	15.81421@44.04085	TOID_SE
TI000377	الكوفة	TOPO_SE
TI000377	32.03472@44.40333	TOID_SE
TI000377	المدينة	TOPO_SE
TI000377	24.46861@39.61417	TOID_SE
TI000378	70	DEATH_AH
TI000378	ريدة	TOPO_SE
TI000378	15.81421@44.04085	TOID_SE
TI000378	مصر	TOPO_SE
TI000378	30.08383@31.231384	TOID_SE
TI000378	الكوفة	TOPO_SE
TI000378	32.03472@44.40333	TOID_SE
TI000378	الشام	TOPO_SE
TI000378	34.672973@37.155762	TOID_SE
TI000378	البصرة	TOPO_SE
TI000378	30.53302@47.79747	TOID_SE
TI000378	مكة	TOPO_SE
TI000378	21.416667@39.816667	TOID_SE
TI000378	الطائف	TOPO_PR
TI000378	21.27028@40.41583	TOID_PR
TI000379	70	DEATH_AH
TI000379	الروم	TOPO_PR
TI000379	39.201611@33.991699	TOID_PR
TI000379	دمشق	TOPO_SE
TI000379	33.511603@36.306633	TOID_SE
TI000380	70	DEATH_AH
TI000380	الكوفة	TOPO_PR
TI000380	32.03472@44.40333	TOID_PR
TI000381	70	DEATH_AH
TI000381	NoToponym	TOPO_NO
TI000382	70	DEATH_AH
TI000382	NoToponym	TOPO_NO
TI000383	70	DEATH_AH
TI000383	العراق	TOPO_SE
TI000383	32.270413@45.032959	TOID_SE
TI000383	دمشق	TOPO_PR
TI000383	33.511603@36.306633	TOID_PR
TI000384	70	DEATH_AH
TI000384	NoToponym	TOPO_NO
TI000385	70	DEATH_AH
TI000385	NoToponym	TOPO_NO
TI000386	70	DEATH_AH
TI000386	NoToponym	TOPO_NO
TI000387	70	DEATH_AH
TI000387	مكة	TOPO_PR
TI000387	21.416667@39.816667	TOID_PR
TI000388	70	DEATH_AH
TI000388	حمص	TOPO_PR
TI000388	34.72682@36.72339	TOID_PR
TI000389	70	DEATH_AH
TI000389	بخارى	TOPO_SE
TI000389	39.77472@64.42861	TOID_SE
TI000389	العراق	TOPO_SE
TI000389	32.270413@45.032959	TOID_SE
TI000389	خراسان	TOPO_SE
TI000389	36.564365@58.831787	TOID_SE
TI000389	نسف	TOPO_SE
TI000389	38.858459@65.791771	TOID_SE
TI000389	الكوفة	TOPO_PR
TI000389	32.03472@44.40333	TOID_PR
TI000389	فارس	TOPO_SE
TI000389	29.079216@52.756348	TOID_SE
TI000389	اصبهان	TOPO_SE
TI000389	32.65722@51.67761	TOID_SE
TI000389	البصرة	TOPO_SE
TI000389	30.53302@47.79747	TOID_SE
TI000390	70	DEATH_AH
TI000390	الشام	TOPO_SE
TI000390	34.672973@37.155762	TOID_SE
TI000390	دمشق	TOPO_PR
TI000390	33.511603@36.306633	TOID_PR
TI000391	70	DEATH_AH
TI000391	NoToponym	TOPO_NO
TI000392	70	DEATH_AH
TI000392	الشام	TOPO_PR
TI000392	34.672973@37.155762	TOID_PR
TI000392	المدينة	TOPO_SE
TI000392	24.46861@39.61417	TOID_SE
TI000392	الحيرة	TOPO_SE
TI000392	32.00048@44.330839	TOID_SE
TI000392	العراق	TOPO_SE
TI000392	32.270413@45.032959	TOID_SE
TI000392	الروم	TOPO_SE
TI000392	39.201611@33.991699	TOID_SE
TI000392	الكوفة	TOPO_SE
TI000392	32.03472@44.40333	TOID_SE
TI000392	قرقيسياء	TOPO_SE
TI000392	35.15579@40.42555	TOID_SE
TI000393	70	DEATH_AH
TI000393	الكوفة	TOPO_PR
TI000393	32.03472@44.40333	TOID_PR
TI000394	70	DEATH_AH
TI000394	NoToponym	TOPO_NO
TI000395	70	DEATH_AH
TI000395	NoToponym	TOPO_NO
TI000396	70	DEATH_AH
TI000396	المغرب	TOPO_SE
TI000396	33.291967@-4.790039	TOID_SE
TI000396	السوس	TOPO_SE
TI000396	32.1942@48.2436	TOID_SE
TI000396	النوبة	TOPO_SE
TI000396	23.886842@32.931519	TOID_SE
TI000396	الروم	TOPO_SE
TI000396	39.201611@33.991699	TOID_SE
TI000396	افريقية	TOPO_SE
TI000396	35.109125@9.624023	TOID_SE
TI000396	مصر	TOPO_PR
TI000396	30.08383@31.231384	TOID_PR
TI000397	70	DEATH_AH
TI000397	دمشق	TOPO_PR
TI000397	33.511603@36.306633	TOID_PR
TI000398	70	DEATH_AH
TI000398	العراق	TOPO_SE
TI000398	32.270413@45.032959	TOID_SE
TI000398	الكوفة	TOPO_PR
TI000398	32.03472@44.40333	TOID_PR
TI000398	الري	TOPO_SE
TI000398	35.69439@51.42151	TOID_SE
TI000398	دومة	TOPO_SE
TI000398	33.57175@36.4027	TOID_SE
TI000398	الديلم	TOPO_SE
TI000398	36.853692@48.974304	TOID_SE
TI000399	70	DEATH_AH
TI000399	NoToponym	TOPO_NO
TI000400	70	DEATH_AH
TI000400	الكوفة	TOPO_PR
TI000400	32.03472@44.40333	TOID_PR
TI000401	70	DEATH_AH
TI000401	قم	TOPO_SE
TI000401	34.6401@50.8764	TOID_SE
TI000401	الشام	TOPO_SE
TI000401	34.672973@37.155762	TOID_SE
TI000401	المدينة	TOPO_PR
TI000401	24.46861@39.61417	TOID_PR
TI000401	مكة	TOPO_SE
TI000401	21.416667@39.816667	TOID_SE
TI000402	70	DEATH_AH
TI000402	الكوفة	TOPO_PR
TI000402	32.03472@44.40333	TOID_PR
TI000403	70	DEATH_AH
TI000403	حمص	TOPO_PR
TI000403	34.72682@36.72339	TOID_PR
TI000403	المدينة	TOPO_SE
TI000403	24.46861@39.61417	TOID_SE
TI000403	مكة	TOPO_SE
TI000403	21.416667@39.816667	TOID_SE
TI000404	70	DEATH_AH
TI000404	دمشق	TOPO_SE
TI000404	33.511603@36.306633	TOID_SE
TI000404	العراق	TOPO_SE
TI000404	32.270413@45.032959	TOID_SE
TI000404	المدينة	TOPO_PR
TI000404	24.46861@39.61417	TOID_PR
TI000405	70	DEATH_AH
TI000405	مصر	TOPO_SE
TI000405	30.08383@31.231384	TOID_SE
TI000405	دمشق	TOPO_PR
TI000405	33.511603@36.306633	TOID_PR
TI000405	الشام	TOPO_SE
TI000405	34.672973@37.155762	TOID_SE
TI000406	70	DEATH_AH
TI000406	الشام	TOPO_PR
TI000406	34.672973@37.155762	TOID_PR
TI000407	70	DEATH_AH
TI000407	الكوفة	TOPO_PR
TI000407	32.03472@44.40333	TOID_PR
TI000408	70	DEATH_AH
TI000408	الحجاز	TOPO_PR
TI000408	23.285756@39.572754	TOID_PR
TI000408	مكة	TOPO_SE
TI000408	21.416667@39.816667	TOID_SE
TI000408	المدينة	TOPO_SE
TI000408	24.46861@39.61417	TOID_SE
TI000409	70	DEATH_AH
TI000409	NoToponym	TOPO_NO
TI000410	70	DEATH_AH
TI000410	مكة	TOPO_PR
TI000410	21.416667@39.816667	TOID_PR
TI000410	الشام	TOPO_SE
TI000410	34.672973@37.155762	TOID_SE
TI000410	الرقة	TOPO_SE
TI000410	35.95283@39.00788	TOID_SE
TI000411	70	DEATH_AH
TI000411	NoToponym	TOPO_NO
TI000412	70	DEATH_AH
TI000412	NoToponym	TOPO_NO
TI000413	70	DEATH_AH
TI000413	NoToponym	TOPO_NO
TI000414	70	DEATH_AH
TI000414	NoToponym	TOPO_NO
TI000415	70	DEATH_AH
TI000415	الشام	TOPO_PR
TI000415	34.672973@37.155762	TOID_PR
TI000416	70	DEATH_AH
TI000416	NoToponym	TOPO_NO
TI000417	70	DEATH_AH
TI000417	حمص	TOPO_PR
TI000417	34.72682@36.72339	TOID_PR
TI000418	70	DEATH_AH
TI000418	NoToponym	TOPO_NO
TI000419	70	DEATH_AH
TI000419	الكوفة	TOPO_PR
TI000419	32.03472@44.40333	TOID_PR
TI000420	70	DEATH_AH
TI000420	مصر	TOPO_SE
TI000420	30.08383@31.231384	TOID_SE
TI000420	الحجاز	TOPO_SE
TI000420	23.285756@39.572754	TOID_SE
TI000420	الشام	TOPO_SE
TI000420	34.672973@37.155762	TOID_SE
TI000420	دمشق	TOPO_SE
TI000420	33.511603@36.306633	TOID_SE
TI000420	اليمن	TOPO_SE
TI000420	14.953277@44.868164	TOID_SE
TI000420	خراسان	TOPO_SE
TI000420	36.564365@58.831787	TOID_SE
TI000420	المدينة	TOPO_SE
TI000420	24.46861@39.61417	TOID_SE
TI000420	الاردن	TOPO_SE
TI000420	32.849827@35.338898	TOID_SE
TI000420	مكة	TOPO_PR
TI000420	21.416667@39.816667	TOID_PR
TI000420	حمص	TOPO_SE
TI000420	34.72682@36.72339	TOID_SE
TI000420	الطائف	TOPO_SE
TI000420	21.27028@40.41583	TOID_SE
TI000421	70	DEATH_AH
TI000421	دمشق	TOPO_PR
TI000421	33.511603@36.306633	TOID_PR
TI000421	المدينة	TOPO_SE
TI000421	24.46861@39.61417	TOID_SE
TI000421	مكة	TOPO_SE
TI000421	21.416667@39.816667	TOID_SE
TI000422	70	DEATH_AH
TI000422	البصرة	TOPO_SE
TI000422	30.53302@47.79747	TOID_SE
TI000422	فاس	TOPO_SE
TI000422	34.033333@-5	TOID_SE
TI000422	واسط	TOPO_SE
TI000422	32.5128@45.81817	TOID_SE
TI000422	فارس	TOPO_SE
TI000422	29.079216@52.756348	TOID_SE
TI000422	الشام	TOPO_PR
TI000422	34.672973@37.155762	TOID_PR
TI000422	الكوفة	TOPO_SE
TI000422	32.03472@44.40333	TOID_SE
TI000422	القادسية	TOPO_SE
TI000422	34.072114@43.983078	TOID_SE
TI000422	رباط	TOPO_SE
TI000422	34.015049@-6.83272	TOID_SE
TI000422	اليمن	TOPO_SE
TI000422	14.953277@44.868164	TOID_SE
TI000423	70	DEATH_AH
TI000423	فلسطين	TOPO_PR
TI000423	31.756663@35.191956	TOID_PR
TI000423	مصر	TOPO_SE
TI000423	30.08383@31.231384	TOID_SE
TI000423	الاسكندرية	TOPO_SE
TI000423	31.21564@29.95527	TOID_SE
TI000423	المدينة	TOPO_SE
TI000423	24.46861@39.61417	TOID_SE
TI000424	70	DEATH_AH
TI000424	المدينة	TOPO_SE
TI000424	24.46861@39.61417	TOID_SE
TI000424	القادسية	TOPO_SE
TI000424	34.072114@43.983078	TOID_SE
TI000424	دمشق	TOPO_PR
TI000424	33.511603@36.306633	TOID_PR
TI000424	مكة	TOPO_SE
TI000424	21.416667@39.816667	TOID_SE
TI000424	الشام	TOPO_SE
TI000424	34.672973@37.155762	TOID_SE
TI000425	70	DEATH_AH
TI000425	دمشق	TOPO_SE
TI000425	33.511603@36.306633	TOID_SE
TI000425	العراق	TOPO_PR
TI000425	32.270413@45.032959	TOID_PR
TI000425	الجزيرة	TOPO_SE
TI000425	36.582011@42.484131	TOID_SE
TI000426	70	DEATH_AH
TI000426	المدينة	TOPO_PR
TI000426	24.46861@39.61417	TOID_PR
TI000427	70	DEATH_AH
TI000427	NoToponym	TOPO_NO
TI000428	70	DEATH_AH
TI000428	البصرة	TOPO_PR
TI000428	30.53302@47.79747	TOID_PR
TI000428	خراسان	TOPO_SE
TI000428	36.564365@58.831787	TOID_SE
TI000429	70	DEATH_AH
TI000429	دمشق	TOPO_PR
TI000429	33.511603@36.306633	TOID_PR
TI000430	70	DEATH_AH
TI000430	الشام	TOPO_SE
TI000430	34.672973@37.155762	TOID_SE
TI000430	المدينة	TOPO_SE
TI000430	24.46861@39.61417	TOID_SE
TI000430	الكوفة	TOPO_SE
TI000430	32.03472@44.40333	TOID_SE
TI000430	طبرية	TOPO_SE
TI000430	32.795859@35.530973	TOID_SE
TI000430	مكة	TOPO_PR
TI000430	21.416667@39.816667	TOID_PR
TI000430	قم	TOPO_SE
TI000430	34.6401@50.8764	TOID_SE
TI000431	70	DEATH_AH
TI000431	NoToponym	TOPO_NO
TI000432	70	DEATH_AH
TI000432	دمشق	TOPO_PR
TI000432	33.511603@36.306633	TOID_PR
TI000433	70	DEATH_AH
TI000433	NoToponym	TOPO_NO
TI000434	70	DEATH_AH
TI000434	الهند	TOPO_SE
TI000434	25.526581@71.740723	TOID_SE
TI000434	اصطخر	TOPO_PR
TI000434	29.9368@52.89	TOID_PR
TI000435	70	DEATH_AH
TI000435	الشام	TOPO_SE
TI000435	34.672973@37.155762	TOID_SE
TI000435	مكة	TOPO_SE
TI000435	21.416667@39.816667	TOID_SE
TI000435	القسطنطينية	TOPO_PR
TI000435	41.014206@29.029312	TOID_PR
TI000435	الكوفة	TOPO_SE
TI000435	32.03472@44.40333	TOID_SE
TI000436	70	DEATH_AH
TI000436	المدينة	TOPO_SE
TI000436	24.46861@39.61417	TOID_SE
TI000436	اصبهان	TOPO_PR
TI000436	32.65722@51.67761	TOID_PR
TI000437	70	DEATH_AH
TI000437	NoToponym	TOPO_NO
TI000438	70	DEATH_AH
TI000438	دمشق	TOPO_SE
TI000438	33.511603@36.306633	TOID_SE
TI000438	الكوفة	TOPO_PR
TI000438	32.03472@44.40333	TOID_PR
TI000438	حمص	TOPO_SE
TI000438	34.72682@36.72339	TOID_SE
TI000439	70	DEATH_AH
TI000439	المدينة	TOPO_PR
TI000439	24.46861@39.61417	TOID_PR
TI000440	70	DEATH_AH
TI000440	NoToponym	TOPO_NO
TI000441	70	DEATH_AH
TI000441	دمشق	TOPO_PR
TI000441	33.511603@36.306633	TOID_PR
TI000442	70	DEATH_AH
TI000442	البصرة	TOPO_PR
TI000442	30.53302@47.79747	TOID_PR
TI000443	70	DEATH_AH
TI000443	الشام	TOPO_SE
TI000443	34.672973@37.155762	TOID_SE
TI000443	المدينة	TOPO_PR
TI000443	24.46861@39.61417	TOID_PR
TI000444	70	DEATH_AH
TI000444	NoToponym	TOPO_NO
TI000445	70	DEATH_AH
TI000445	المدينة	TOPO_SE
TI000445	24.46861@39.61417	TOID_SE
TI000445	الروم	TOPO_PR
TI000445	39.201611@33.991699	TOID_PR
TI000445	الكوفة	TOPO_SE
TI000445	32.03472@44.40333	TOID_SE
TI000446	70	DEATH_AH
TI000446	الشام	TOPO_SE
TI000446	34.672973@37.155762	TOID_SE
TI000446	المدينة	TOPO_SE
TI000446	24.46861@39.61417	TOID_SE
TI000446	مصر	TOPO_SE
TI000446	30.08383@31.231384	TOID_SE
TI000446	الطائف	TOPO_PR
TI000446	21.27028@40.41583	TOID_PR
TI000447	70	DEATH_AH
TI000447	ريدة	TOPO_SE
TI000447	15.81421@44.04085	TOID_SE
TI000447	حماة	TOPO_SE
TI000447	35.13179@36.75783	TOID_SE
TI000447	البصرة	TOPO_PR
TI000447	30.53302@47.79747	TOID_PR
TI000448	70	DEATH_AH
TI000448	NoToponym	TOPO_NO
TI000449	70	DEATH_AH
TI000449	مكة	TOPO_PR
TI000449	21.416667@39.816667	TOID_PR
TI000449	دارا	TOPO_SE
TI000449	37.177702@40.952826	TOID_SE
TI000449	المدينة	TOPO_SE
TI000449	24.46861@39.61417	TOID_SE
TI000450	70	DEATH_AH
TI000450	مكة	TOPO_SE
TI000450	21.416667@39.816667	TOID_SE
TI000450	الحلة	TOPO_PR
TI000450	32.46367@44.41963	TOID_PR
TI000451	70	DEATH_AH
TI000451	سارية	TOPO_PR
TI000451	36.56332@53.06009	TOID_PR
TI000452	70	DEATH_AH
TI000452	الشام	TOPO_SE
TI000452	34.672973@37.155762	TOID_SE
TI000452	بسطام	TOPO_SE
TI000452	36.48534@54.99959	TOID_SE
TI000452	السوس	TOPO_SE
TI000452	32.1942@48.2436	TOID_SE
